,train_loss,train_acc,train_pp,train_pr,train_pf,train_tp,train_tr,train_tf,train_TDR,space,val_loss,val_acc,val_pp,val_pr,val_pf,val_tp,val_tr,val_tf,val_TDR,Epoch_num
0,2.563387155532837,0.8472222089767456,0.890625,0.7354838709677419,0.8056537102473499,0.7794117647058824,0.6838709677419355,0.7285223367697593,0.8751289989680082,///,2.4656128202165877,0.8573482319132074,0.8990753022946089,0.7773238379139662,0.8337783619554374,0.6556684978694144,0.5928971550014582,0.6227049192279193,0.7292698355699744,0
1,2.2526791095733643,0.8773148059844971,0.8582677165354331,0.7569444444444444,0.8044280442804429,0.8244274809160306,0.75,0.7854545454545455,0.9605714685902375,///,2.3541562982967923,0.8655370655771973,0.9019795070422463,0.7953520470296442,0.8453165742236061,0.6836405722100983,0.6319916203574827,0.6568022816923933,0.7579335970191599,1
2,2.258389472961426,0.8888888955116272,0.8301886792452831,0.7586206896551724,0.7927927927927928,0.8037383177570093,0.7413793103448276,0.7713004484304932,0.9681393372982158,///,2.1014755081820797,0.8767860764032834,0.9176003621784767,0.749913478585863,0.8253255388123132,0.7353982948088659,0.6163113462652989,0.6706089819033695,0.8014363606646312,2
3,1.7191600799560547,0.9097222089767456,0.8796992481203008,0.8796992481203008,0.8796992481203008,0.837037037037037,0.8432835820895522,0.8401486988847584,0.9515036403925292,///,2.0854565468314408,0.882581518067942,0.9336661279285159,0.7180400122806365,0.8117783443959508,0.7780769743754574,0.6112937379759138,0.6846748356944998,0.8333567547338819,3
4,1.7362717390060425,0.9027777910232544,0.8863636363636364,0.8478260869565217,0.8666666666666666,0.837037037037037,0.8188405797101449,0.8278388278388278,0.944349477682811,///,2.100056822810854,0.8761876794424924,0.9101937706447708,0.7853318977332806,0.8431652962107657,0.720838809821148,0.6386453818497461,0.6772574183220635,0.7919619240093393,4
5,1.634917974472046,0.9143518805503845,0.8661417322834646,0.859375,0.8627450980392157,0.8384615384615385,0.8515625,0.8449612403100775,0.968041958041958,///,2.0979893660390534,0.8820558279365688,0.9098397976994229,0.7946854131844663,0.8483728031121386,0.7312994259149698,0.6557331157233586,0.6914578233550441,0.803767243160937,5
6,1.6224759817123413,0.9074074029922485,0.824,0.8583333333333333,0.8408163265306122,0.8031496062992126,0.85,0.825910931174089,0.9746961241495299,///,2.2494895473703163,0.8790809934015398,0.9315092138393632,0.7319806548646829,0.8197786318828868,0.7580678371013302,0.6052939976082676,0.6731212505666996,0.8138060534869356,6
7,1.2187294960021973,0.9212962985038757,0.8560606060606061,0.889763779527559,0.8725868725868726,0.837037037037037,0.889763779527559,0.8625954198473282,0.9777777777777777,///,1.9893760311526139,0.8888997834224206,0.9388871258216843,0.7286628322218597,0.8205237257665483,0.8041752160957676,0.6342171251010167,0.7091551853027717,0.8565195900326984,7
8,1.327545404434204,0.9212962985038757,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.8633093525179856,0.8695652173913043,0.8664259927797834,0.9685909808738375,///,2.0319737501732713,0.8946588933467865,0.9292568501412173,0.7614561187804487,0.8370294987563444,0.8074862274080786,0.6713397698526454,0.7331459131384827,0.8689591336188338,8
9,1.2357267141342163,0.9375,0.8859649122807017,0.8706896551724138,0.8782608695652173,0.8782608695652174,0.8632478632478633,0.8706896551724138,0.991304347826087,///,1.949241321001734,0.8935213282510832,0.9216355387694377,0.7714210444976005,0.8398644876849819,0.7865178985011769,0.6712194691748915,0.7243089709227025,0.8533936305791018,9
10,1.476684331893921,0.9097222089767456,0.811965811965812,0.8407079646017699,0.8260869565217391,0.7916666666666666,0.8407079646017699,0.815450643776824,0.975,///,1.9687976453985487,0.891452900388024,0.9225787917847506,0.7587615803592719,0.8326896250851247,0.7907102352564147,0.6613334538822623,0.7202581228287537,0.8570652634738839,10
11,0.9130872488021851,0.9305555820465088,0.8984375,0.8778625954198473,0.888030888030888,0.890625,0.8636363636363636,0.8769230769230768,0.991304347826087,///,2.1580259879301122,0.8869017912195875,0.9293096503320096,0.7688706407204957,0.8415112459415773,0.7747845523683141,0.6544463489531968,0.7095493402135954,0.8337205495407379,11
12,1.150772213935852,0.9282407760620117,0.9009009009009009,0.847457627118644,0.8733624454148471,0.8761061946902655,0.8319327731092437,0.8534482758620691,0.9724778761061947,///,2.018672996914232,0.8932843440538877,0.9260451501701221,0.7581165420191839,0.8337087231665828,0.7937203117214098,0.662030890146846,0.7219191903426798,0.8571075736162506,12
13,1.6583812236785889,0.8958333134651184,0.8880597014925373,0.8439716312056738,0.8654545454545455,0.8333333333333334,0.8098591549295775,0.8214285714285714,0.938375350140056,///,1.9004706693934155,0.8933701708719328,0.9197221290499848,0.7754566319900754,0.8414506374799825,0.7852218628309308,0.6751750267563776,0.7260522068030207,0.8537598890243248,13
14,1.3678672313690186,0.9166666865348816,0.8661417322834646,0.8461538461538461,0.8560311284046693,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9769230769230769,///,1.9564844112504611,0.8974141335332548,0.9213443224716058,0.7912303543740716,0.8513445920062948,0.7899533556793695,0.6973486876740305,0.7407680751445201,0.8573921132549384,14
15,1.5875402688980103,0.9120370149612427,0.8405797101449275,0.8854961832061069,0.8624535315985131,0.8111888111888111,0.8721804511278195,0.8405797101449276,0.965034965034965,///,1.9003209214318881,0.8945883009340856,0.9326116128651099,0.7539867376125279,0.8338402409140093,0.8104139781513992,0.665067016100848,0.7305815640529021,0.8689726430294998,15
16,1.0717695951461792,0.9328703880310059,0.8827586206896552,0.927536231884058,0.9045936395759717,0.8707482993197279,0.920863309352518,0.8951048951048951,0.9863945578231292,///,2.3085986234537965,0.8933386616892629,0.9350542038713447,0.7658386582196829,0.8420291163726227,0.8026872011924977,0.6690487542257615,0.7298005732803896,0.8584392197470302,16
17,1.6152923107147217,0.9074074029922485,0.875,0.8076923076923077,0.8400000000000001,0.8429752066115702,0.7846153846153846,0.8127490039840638,0.9634002361275088,///,2.001639644820969,0.8922647094571745,0.9262776834568583,0.7847844254633101,0.8496807869703016,0.7873843745340336,0.6828996600683862,0.7314294504433646,0.8500521912559996,17
18,1.1837024688720703,0.9351851940155029,0.88,0.8301886792452831,0.8543689320388349,0.88,0.822429906542056,0.8502415458937198,1.0,///,1.9852625832155153,0.8975654496000959,0.9132472367234179,0.8016220682239408,0.8538016705879493,0.7853541096733291,0.7074512233478254,0.744369963530624,0.8599578275112569,18
19,1.30162513256073,0.9305555820465088,0.9153846153846154,0.8880597014925373,0.9015151515151514,0.8854961832061069,0.8529411764705882,0.8689138576779026,0.9673487715696967,///,2.024224160553573,0.8970693113741937,0.9162276835158648,0.7992094640637359,0.8537273859741853,0.7883743938827046,0.7044058612061452,0.7440285225942593,0.8604568581222678,19
